split,pdbid,affinity,ligand,smiles,warning,protocol_source,has_smiles,has_global_file,has_pocket_file,overlap_with_training,overlap_with_validation,overlap_with_core_test,overlap_source
csar_hiq_135_protocol,1gz9,3.51,FUC-LAT,C[C@@H]1OC[C@@H](O)[C@H](O)[C@@H]1O,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1gzc,3.49,LAT,,No ligand file found,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,False,False,False,True,False,False,training
csar_hiq_135_protocol,1h22,9.1,E10,[H]C1=C([H])[C@@]2([H])C(=N=C1=O)C([H])([H])C([H])([H])C([H])([H])[C@]2([H])[N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@]1([H])C2=C([H])C([H])([H])C(=O)=N=C2C([H])([H])C([H])([H])C1([H])[H],"SDF Sanitize Error: Explicit valence for atom # 0 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1h23,8.35,E12,[H]C1=C([H])[C@@]2([H])C(=N=C1=O)C([H])([H])C([H])([H])C([H])([H])[C@]2([H])[N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])C2=N=C(=O)C([H])=C([H])[C@@]21[H],"SDF Sanitize Error: Explicit valence for atom # 0 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1ha2,5.54,WRS,,No ligand file found,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,False,False,False,True,False,False,training
csar_hiq_135_protocol,1iup,2.54,ALQ,CC(C)C(=O)[O-].CC(C)C(=O)[O-].CC(C)C(=O)[O-],,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1lhw,8.16,ESM,COC1=CC2=C(C=C1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1nc1,6.12,MTH,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C3([H])[C@+]([H])(N([H])[H])=NC([H])([H])N=[C@@+]23[H])O[C@]1([H])C([H])([H])SC([H])([H])[H].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C3([H])[C@+]([H])(N([H])[H])=NC([H])([H])N=[C@@+]23[H])O[C@]1([H])C([H])([H])SC([H])([H])[H],"SDF Sanitize Error: Explicit valence for atom # 14 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1nc3,5.0,FMC,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(C2=NN=C3C2=NC([H])([H])N=[C@+]3([H])N([H])[H])[C@]([H])(O[H])[C@]1([H])O[H].[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(C2=NN=C3C2=NC([H])([H])N=[C@+]3([H])N([H])[H])[C@]([H])(O[H])[C@]1([H])O[H],"SDF Sanitize Error: Explicit valence for atom # 5 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1ow4,5.68,2AN,OS(O)(O)C1=CC=CC2=CC=CC(NC3=CC=CC=C3)=C21.OS(O)(O)C1=CC=CC2=CC=CC(NC3=CC=CC=C3)=C21,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1p1n,6.8,KAI,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)[O-],,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1ps3,2.28,KIF,[H]OC([H])([H])[C@@]1([H])N2C(=O)C(=O)=N[C@]2([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"SDF Sanitize Error: Explicit valence for atom # 8 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1q4w,6.46,DQU,[H]C1=C([H])C(N([H])[H])=C([H])[C@@]2([H])C1=N=C(N([H])[H])=N=C2=O,"SDF Sanitize Error: Explicit valence for atom # 5 N, 4, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1qkt,9.04,EST,C[C@]12CC[C@@H]3C4=CC=C(O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1r5y,6.46,DQU,[H]C1=C([H])C(N([H])[H])=C([H])[C@]2([H])C1=N=C(N([H])[H])=N=C2=O,"SDF Sanitize Error: Explicit valence for atom # 5 N, 4, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1rdi,2.06,MFU,CO[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O.CO[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1rdn,1.84,NDG,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O.CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1s38,5.15,MAQ,[H]C1=C2C(=N=C(N([H])[H])=N=C2=O)C(C([H])([H])[H])=C([H])C1([H])[H],"SDF Sanitize Error: Explicit valence for atom # 4 N, 4, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1s50,5.85,GLU,[NH3+][C@@H](CCC(=O)[O-])C(=O)N[C@H](C=O)CCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)N[C@H](C=O)CCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)N[C@H](C=O)CCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-].[NH3+][C@H](C=O)CCC(=O)[O-],,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1s9t,6.6,QUS,[H]C([H])(N1OC(=O)=N=C1=O)[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H].[H]C([H])(N1OC(=O)=N=C1=O)[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H],"SDF Sanitize Error: Explicit valence for atom # 3 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1swk,12.0,BTN,[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])SC([H])([H])[C@]2([H])N=C(=O)=N[C@@]21[H].[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])SC([H])([H])[C@]2([H])N=C(=O)=N[C@@]21[H].[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])SC([H])([H])[C@]2([H])N=C(=O)=N[C@@]21[H],"SDF Sanitize Error: Explicit valence for atom # 12 C, 6, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1syi,5.48,CPW,[H]C1([H])C2=C(N(C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])C(=O)=N=C2=O)C([H])([H])C1([H])[H].[H]C1=C([H])[C@]2([H])C(=C1[H])N(C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])C(=O)=N=C2=O,"SDF Sanitize Error: Explicit valence for atom # 2 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1tr7,6.82,DEG,CCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O.CCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1tt1,7.19,KAI,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)[O-].C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)[O-],,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1urg,5.82,MAL,,No ligand file found,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,False,False,False,True,False,False,training
csar_hiq_135_protocol,1uto,2.27,PEA,[NH3+]CCC1=CC=CC=C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1vot,6.6,HUP,[H]C1=C([H])[C@@]2([H])C(=N=C1=O)C([H])([H])[C@]1([H])C([H])=C(C([H])([H])[H])C([H])([H])[C@@]2([N+]([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])[H],"SDF Sanitize Error: Explicit valence for atom # 0 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1vso,4.72,AT1,CC(C)(C)C1=C(C[C@H]([NH3+])C(=O)[O-])C(OCP(=O)([O-])[O-])=NO1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1w2g,4.57,THM,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=C(C([H])([H])[H])C(=O)=N=C2=O)C([H])([H])[C@]1([H])O[H].[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=C(C([H])([H])[H])C(=O)=N=C2=O)C([H])([H])[C@]1([H])O[H],"SDF Sanitize Error: Explicit valence for atom # 9 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1x9d,3.96,SMD,,No ligand file found,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,False,False,False,True,False,False,training
csar_hiq_135_protocol,1y1m,1.82,AC5,[NH3+]C1(C(=O)[O-])CCCC1.[NH3+]C1(C(=O)[O-])CCCC1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1yc1,6.17,4BC,CCC1=CC(C2=NN=C(C(=O)[O-])[C@H]2C2=CC=C3OCOC3=C2)=C(O)C=C1O,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,1yxd,4.57,LYS,CCCC[C@H]([NH3+])C=O.CCCC[C@H]([NH3+])C=O.CCCC[C@H]([NH3+])C=O.CCC[C@H]([NH3+])C=O.CCC[C@H]([NH3+])C=O.CCC[C@H]([NH3+])C=O.CC[C@H]([NH3+])C=O.CC[C@H]([NH3+])C=O.CC[C@H]([NH3+])C=O.[NH3+]CCCC[C@@H](C=O)NC(=O)[C@@H]([NH3+])CCCC[NH3+].[NH3+]CCCC[C@@H](C=O)NC(=O)[C@@H]([NH3+])CCCC[NH3+].[NH3+]CCCC[C@H]([NH3+])C(=O)[O-].[NH3+]CCCC[C@H]([NH3+])C(=O)[O-].[NH3+]CCCC[C@H]([NH3+])C(=O)[O-].[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O.[NH3+]CCCC[C@H]([NH3+])C=O,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,1z3t,3.94,CBI,,No ligand file found,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,False,False,False,True,False,False,training
csar_hiq_135_protocol,1z95,7.12,198,C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(C(F)(F)F)=C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2a3c,4.37,PNX,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C(=O)N(C([H])([H])[H])[C@+]2([H])=NC([H])([H])[N+]([H])(C([H])([H])[H])[C@]2([H])C1=O.[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C(=O)N(C([H])([H])[H])[C@+]2([H])=NC([H])([H])[N@@+]([H])(C([H])([H])[H])[C@]2([H])C1=O.[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C(=O)N(C([H])([H])[H])[C@@+]2([H])=NC([H])([H])[N@@+]([H])(C([H])([H])[H])[C@]2([H])C1=O.[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C(=O)N(C([H])([H])[H])[C@@+]2([H])=NC([H])([H])[N@@+]([H])(C([H])([H])[H])[C@]2([H])C1=O,"SDF Sanitize Error: Explicit valence for atom # 15 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2b1q,1.59,TRE,,No ligand file found,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,False,False,False,True,False,False,training
csar_hiq_135_protocol,2brb,4.86,PFQ,[H]OC([H])([H])C([H])([H])N([H])[C@@+]1([H])=NC([H])([H])N=C2OC(C3=C([H])C([H])=C([H])C([H])=C3[H])=C(C3=C([H])C([H])=C([H])C([H])=C3[H])C21[H],"SDF Sanitize Error: Explicit valence for atom # 17 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2c1q,13.0,BTN,[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])SC([H])([H])[C@]2([H])N=C(=O)=N[C@@]21[H],"SDF Sanitize Error: Explicit valence for atom # 12 C, 6, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2cem,7.92,2AH,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@@](O)(CC1=CC=CC=C1)C(=O)N[C@H]1C2=CC=CC=C2C[C@H]1O)C(C)(C)C,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2cji,8.22,GSK,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)C2=CC=C3C=C(Cl)C=CC3=C2)C1=O,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2d2v,1.0,MAL,,No ligand file found,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,False,False,False,True,False,False,training
csar_hiq_135_protocol,2f5t,5.17,MAL,,No ligand file found,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,False,False,False,True,False,False,training
csar_hiq_135_protocol,2fai,6.24,459,CC1=CC[C@]2(CO)CO[C@H](C3=CC=C(O)C=C3)[C@H]1C2(C)C.CC1=CC[C@]2(CO)CO[C@H](C3=CC=C(O)C=C3)[C@H]1[C@H]2C,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2ff1,8.21,IMH,[H]OC([H])([H])[C@]1([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(C2=C([H])N=C3C2=NC([H])([H])N=C3=O)[N+]1([H])[H].[H]OC([H])([H])[C@]1([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(C2=C([H])N=C3C2=NC([H])([H])N=C3=O)[N+]1([H])[H],"SDF Sanitize Error: Explicit valence for atom # 13 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2fv5,10.52,541,[H]ON([H])C(=O)[C@]([H])(N1C(=O)[C@@](C2=C([H])C([H])=C(OC([H])([H])C3=C([H])C(C([H])([H])[H])=N=C4C([H])=C([H])C([H])=C([H])[C@@]43[H])C([H])=C2[H])(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H].[H]ON([H])C(=O)[C@]([H])(N1C(=O)[C@@](C2=C([H])C([H])=C(OC([H])([H])C3=C([H])C(C([H])([H])[H])=N=C4C3=C([H])C([H])=C([H])C4([H])[H])C([H])=C2[H])(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H],"SDF Sanitize Error: Explicit valence for atom # 6 N, 4, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2fvd,8.52,LIA,[H]C1=C(C(=O)C2=C(F)C(F)=C([H])C([H])=C2OC([H])([H])[H])C(N([H])[H])=N=C(N([H])C2([H])C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C([H])([H])C2([H])[H])=N1,"SDF Sanitize Error: Explicit valence for atom # 7 C, 5, is greater than permitted",MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2hb1,3.8,512,O=C([O-])COC1=C(C(=O)[O-])SC=C1Br,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,False,False,True,core_test
csar_hiq_135_protocol,2hd6,7.8,BOS,NS(=O)(=O)C1=CC=C(NC(=O)C2=CC=CC=C2S)C=C1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2hdq,1.4,C21,O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1.O=C([O-])C1=CC=CS1,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
csar_hiq_135_protocol,2hdr,1.72,4A3,NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O.NC1=CC=C(C(=O)[O-])C=C1O,,MBP csar_2016: C:\smiles\zhenshi\学习\MBP-main\MBP-main\MBP\data\csar_2016,True,True,True,True,False,False,training
